"","","","Writing:","Do you ever use the other hand?","Drawing:","Do you ever use the other hand?","Throwing:","Do you ever use the other hand?","Using Scissors:","Do you ever use the other hand?","Using a Toothbrush:","Do you ever use the other hand?","Using a Knife (without a fork):","Do you ever use the other hand?","Using a Spoon:","Do you ever use the other hand?","Using a Broom (upper hand):","Do you ever use the other hand?","Striking a Match:","Do you ever use the other hand?","Opening a Box (holding the lid):","Do you ever use the other hand?","Holding a Computer Mouse:","Do you ever use the other hand?","Using a Key to Unlock a Door:","Do you ever use the other hand?","Holding a Hammer:","Do you ever use the other hand?","Holding a Brush or Comb:","Do you ever use the other hand?","Holding a Cup while Drinking:","Do you ever use the other hand?","LATERALITY INDEX","DECILE"
"A00035072","ENROLLED","V1REP","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","100","10TH RIGHT"
"A00062285","ONE_DAY- Age 22-59","VA","1","0","1","0","1","0","1","0","1","0","1","0","1","0","1","0","1","0","3","1","3","0","1","1","1","1","1","0","1","1","-85","6TH LEFT"
"A00044131","Adult- Age 22-59","V1","3","0","3","0","3","1","3","1","3","1","3","1","3","0","3","1","3","1","3","1","3","0","3","1","3","0","3","0","3","1","65","2ND RIGHT"
"A00076026","Adult- Age 22-59","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","1","3","0","3","0","3","0","3","1","3","1","95","9TH RIGHT"
"A00040285","Older Adult- Age 65-85","V1","3","0","3","0","3","1","3","1","3","0","3","1","3","1","3","1","3","1","3","1","3","0","3","0","3","1","3","1","3","1","65","2ND RIGHT"
"A00039988","Older Adult- Age 65-85","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","1","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","80","5TH RIGHT"
"A00058621","ENROLLED","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","1","3","0","3","0","3","0","3","0","3","0","3","0","3","1","95","9TH RIGHT"
"A00066572","ONE_DAY-AGE 14","VA","3","0","3","0","3","1","3","0","3","1","3","1","3","0","3","0","3","0","3","1","3","0","3","0","3","0","3","1","3","1","80","5TH RIGHT"
"A00055262","Child Age 9-10","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","1","0","3","0","2","0","3","0","3","0","3","0","3","0","3","0","70","3RD RIGHT"
"A00039277","ENROLLED","V1REP","3","1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","1","95","9TH RIGHT"
"A00038806","Older Adult- Age 60-64","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","1","100","10TH RIGHT"
"A00028380","Older Adult- Age 60-64","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","1","100","10TH RIGHT"
"A00035054","Older Adult- Age 65-85","V1","3","0","3","0","3","1","3","0","3","0","3","1","3","1","3","1","3","1","3","1","3","0","3","0","3","1","3","1","3","1","70","3RD RIGHT"
"A00058218","ENROLLED","V1","3","0","3","0","3","1","3","0","3","1","3","0","3","0","3","1","3","0","2","1","3","0","3","0","3","0","3","1","3","1","75","4TH RIGHT"
"A00035840","Adult- Age 22-59","V1","3","0","3","0","3","0","3","0","3","1","3","1","3","0","3","1","3","1","3","1","3","0","3","1","3","1","3","1","2","1","75","4TH RIGHT"
"A00056020","Child- Age 6","V1","3","0","3","1","3","0","3","0","3","0","1","1","3","0","3","0","3","0","3","1","3","0","3","0","3","0","3","1","3","0","75","4TH RIGHT"
"A00051691","Child Age 6","V1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A00062349","ONE_DAY-Age 6","VA","3","1","3","1","3","1","3","0","3","1","2","0","3","1","1","1","2","0","3","1","3","1","3","1","3","0","3","1","3","1","35","MIDDLE"
"A00039461","Adult- Age 22-59","V1","3","0","3","0","3","1","3","0","3","0","3","1","3","0","2","1","3","1","3","1","3","0","3","0","3","0","3","1","3","1","70","3RD RIGHT"
"A00065935","ONE_DAY","VA","3","0","3","0","3","0","3","0","3","0","3","0","3","0","2","1","3","0","3","0","3","0","3","0","3","0","3","0","3","1","90","7TH RIGHT"
"A00053319","ENROLLED","V1","3","0","3","0","3","0","3","0","3","1","3","0","3","0","3","1","3","0","3","0","3","0","3","1","3","0","3","0","3","1","90","7TH RIGHT"
"A00037818","Older Adult- Age 65-85","V1","3","0","3","0","3","0","3","1","3","1","3","1","3","0","3","1","3","1","3","1","3","0","3","0","3","0","3","0","3","1","70","3RD RIGHT"
"A00059346","ENROLLED","V1","1","0","1","0","3","0","3","0","1","0","3","0","1","0","1","0","3","0","3","0","3","0","3","0","3","0","3","1","1","1","0","MIDDLE"
"A00058170","Older Adult- Age 65-85","V1","3","0","3","0","3","0","3","1","3","0","1","1","3","0","1","1","3","0","2","1","3","1","3","1","3","1","3","0","2","1","55","1ST RIGHT"
"A00055692","Adult- Age 22-59","V1","1","1","1","1","1","1","1","1","2","1","2","1","1","1","2","1","1","0","2","1","2","1","1","1","1","1","1","1","1","1","-35","1ST LEFT"
"A00040915","Adult-Age 18-21","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","1","3","0","3","0","3","0","3","0","100","10TH RIGHT"
"A00065565","ONE_DAY-Age 65-85","VA","3","0","3","0","3","1","3","0","3","1","3","1","3","1","3","1","3","0","3","1","3","0","3","1","3","1","3","1","3","1","70","3RD RIGHT"
"A00035504","Adult- Age 22-59","V1","3","0","3","0","3","0","3","0","3","1","3","1","3","1","1","1","3","1","3","1","3","0","3","1","3","0","3","0","3","1","60","2ND RIGHT"
"A00052614","Adolescent- Age  16-17","V1","3","0","3","0","3","0","3","0","3","0","3","1","3","1","3","1","3","0","3","0","3","0","3","0","3","0","3","1","3","1","85","6TH RIGHT"
"A00065974","ONE_DAY- Age 22-59","VA","3","0","3","0","3","0","3","0","3","0","3","1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","1","3","0","95","9TH RIGHT"
"A00035840","ENROLLED","V1REP","3","0","3","0","3","0","3","1","3","1","3","0","3","0","1","1","3","0","3","1","3","0","3","1","3","1","3","1","2","1","70","3RD RIGHT"
"A00033849","Adult- Age 22-59","V1","3","1","3","1","3","1","3","0","3","1","3","1","3","1","3","1","3","0","3","1","3","0","3","1","3","0","3","1","3","1","60","2ND RIGHT"
"A00035608","Adult- Age 22-59","V1","1","0","1","0","3","0","3","0","1","0","3","0","3","0","3","1","3","0","3","1","3","0","3","1","1","1","1","0","1","1","30","MIDDLE"
"A00062266","ONE_DAY- Age 22-59","VA","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","1","3","1","1","1","3","0","3","0","3","0","3","1","3","1","75","4TH RIGHT"
"A00066391","ONE_DAY-Age 8","VA","3","0","3","0","2","1","3","0","2","1","3","0","3","0","3","0","3","0","2","0","3","0","3","0","3","0","3","0","3","0","70","3RD RIGHT"
"A00055446","ENROLLED","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","100","10TH RIGHT"
"A00060100","Child Age 9-10","V1","3","0","3","0","3","0","3","1","3","0","3","0","3","0","3","1","3","0","3","1","3","0","3","0","3","0","3","1","3","1","85","6TH RIGHT"
"A00031604","Adult- Age 22-59","V1","3","0","3","0","3","1","3","0","3","0","3","1","3","0","3","1","3","1","3","1","3","0","3","0","3","0","3","1","3","1","75","4TH RIGHT"
"A00040461","Adult- Age 22-59","V1","3","1","3","1","3","1","3","1","3","1","3","1","3","1","3","1","3","1","3","1","3","1","3","1","3","1","3","1","3","1","50","1ST RIGHT"
"A00066822","ONE_DAY","VA","3","0","3","0","3","1","3","1","3","1","3","0","3","1","3","0","3","0","3","1","3","0","3","1","3","0","3","1","3","1","75","4TH RIGHT"
"A00056098","Adult- Age 22-59","V1","3","1","3","1","3","1","3","0","3","0","3","0","3","0","3","0","3","0","3","1","3","0","3","0","3","0","3","0","3","1","80","5TH RIGHT"
"A00056372","Older Adult- Age 65-85","V1","3","0","3","1","3","0","3","0","3","0","1","1","3","0","3","1","3","0","3","1","3","0","3","0","3","1","3","1","3","1","70","3RD RIGHT"
"A00040342","Child- Age 13","V1","3","1","3","0","3","0","3","0","3","1","3","0","3","0","3","1","3","0","3","1","3","1","3","1","3","0","3","1","3","1","80","5TH RIGHT"
"A00060014","Child Age 13","V1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A00058229","Child Age 15","V1","3","0","3","0","3","1","3","1","3","1","3","0","3","0","3","0","3","0","3","1","3","0","3","0","3","0","3","1","3","1","80","5TH RIGHT"
"A00040543","Adult-Age 18-21","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","100","10TH RIGHT"
"A00043282","Adolescent- Age  16-17","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","1","3","0","3","1","3","1","3","0","3","0","3","0","3","0","2","1","85","6TH RIGHT"
"A00035699","Adult- Age 22-59","V1","3","0","3","0","3","0","3","0","3","0","1","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","1","1","3","1","80","5TH RIGHT"
"A00035606","Adult- Age 22-59","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","1","100","10TH RIGHT"
"A00053546","Adult-Age 18-21","V1","3","0","3","0","3","1","3","0","3","0","3","1","3","1","1","1","3","0","3","1","3","0","3","0","3","0","3","1","3","1","65","2ND RIGHT"
"A00058952","ENROLLED","V1","3","1","3","0","3","0","3","1","3","0","3","0","3","0","3","0","3","0","3","0","3","1","3","0","3","0","3","1","3","1","90","7TH RIGHT"
"A00063383","ONE_DAY-AGE 16-17","VA","3","0","3","0","3","0","3","0","3","0","3","1","3","0","3","0","3","0","3","1","3","0","3","0","3","0","3","0","3","1","90","7TH RIGHT"
"A00039431","Adult- Age 22-59","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","1","3","0","3","0","3","0","3","0","3","1","95","9TH RIGHT"
"A00028246","Adult- Age 22-59","V1","3","0","3","0","3","0","3","0","3","0","2","1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","90","7TH RIGHT"
"A00008399","Adult- Age 22-59","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","1","3","0","3","1","3","0","3","0","3","0","3","1","3","1","90","7TH RIGHT"
"A00065261","ONE_DAY-AGE 9-10","VA","1","0","1","0","1","0","1","1","1","0","1","0","1","0","3","0","1","0","1","0","1","0","1","1","1","0","1","1","1","0","-75","4TH LEFT"
"A00033962","Older Adult- Age 65-85","V1","3","1","3","1","3","1","3","1","3","1","3","1","3","0","3","1","3","0","3","1","3","0","3","1","3","0","3","0","3","1","60","2ND RIGHT"
"A00056371","Older Adult- Age 65-85","V1","3","0","3","0","2","1","3","0","3","0","3","0","3","0","3","1","1","1","3","0","3","0","3","1","3","0","3","1","3","1","70","3RD RIGHT"
"A00029473","Older Adult- Age 65-85","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","1","100","10TH RIGHT"
"A00063327","ONE_DAY-Age 9-10","VA","3","0","3","0","1","1","3","1","2","1","3","0","3","0","1","1","3","0","2","1","3","0","3","0","2","1","3","0","2","1","45","MIDDLE"
"A00059018","ONE_DAY","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","100","10TH RIGHT"
"A00037458","Adolescent- Age  16-17","V1","3","1","3","0","3","1","3","0","3","1","3","0","3","0","3","1","3","0","3","1","3","0","3","0","3","0","2","1","2","1","75","4TH RIGHT"
"A00040815","Child Age 9-10","V1","3","1","3","1","3","1","3","0","1","1","1","1","2","1","2","1","3","1","2","1","2","1","3","0","2","1","3","0","2","1","20","MIDDLE"
"A00037115","Adult- Age 22-59","V1","3","0","3","0","3","0","3","0","3","0","3","1","3","0","3","1","3","0","3","0","3","0","3","1","3","0","3","1","3","1","90","7TH RIGHT"
"A00038189","Adult- Age 22-59","V1","3","0","3","0","3","1","3","0","2","1","3","1","3","0","1","1","3","0","2","1","3","0","3","1","3","0","2","1","3","1","55","1ST RIGHT"
"A00051758","Child - Age 15","V1","3","0","3","0","3","1","3","0","3","0","3","0","3","0","3","1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","90","7TH RIGHT"
"A00056898","ENROLLED","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","100","10TH RIGHT"
"A00063458","ONE_DAY-Age 65-85","VA","3","0","3","0","3","0","3","1","3","0","3","1","3","0","3","1","3","0","3","1","3","0","3","0","3","0","3","0","3","1","80","5TH RIGHT"
"A00028184","Adult- Age 22-59","V1","1","0","1","0","1","0","1","0","1","0","1","1","1","0","1","1","1","0","1","0","1","1","1","0","1","0","1","1","2","1","-90","7TH LEFT"
"A00037866","Adult- Age 22-59","V1","3","1","3","0","2","1","2","1","3","1","3","1","3","0","3","1","3","0","3","0","3","1","3","0","3","1","1","1","3","0","60","2ND RIGHT"
"A00034093","Older Adult- Age 65-85","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","1","3","0","3","0","3","1","3","0","3","1","3","1","3","0","3","1","90","7TH RIGHT"
"A00065250","ONE_DAY-Age 9-10","VA","3","0","3","0","3","1","3","1","3","0","3","0","3","1","3","1","3","0","3","1","3","0","3","0","3","0","3","0","2","1","75","4TH RIGHT"
"A00063003","ONE_DAY-Age 13","VA","3","0","3","0","3","0","3","1","3","1","1","1","2","1","3","0","3","1","3","0","3","0","3","1","3","0","2","1","2","1","60","2ND RIGHT"
"A00035881","Adult- Age 22-59","V1","3","1","3","1","3","1","3","0","3","0","3","1","3","0","3","0","3","0","2","1","3","0","3","0","3","0","3","1","2","1","70","3RD RIGHT"
"A00066539","ONE_DAY-Age 60-64","VA","3","0","3","0","3","0","3","0","3","1","3","0","3","1","3","1","3","0","3","1","3","0","3","1","3","1","3","1","3","1","80","5TH RIGHT"
"A00033232","Adult- Age 22-59","V1","3","1","3","0","3","1","3","1","3","1","3","0","3","1","3","1","3","1","3","1","3","1","3","1","3","1","3","1","3","1","60","2ND RIGHT"
"A00058503","ENROLLED","VA_ALG","3","0","3","1","3","1","3","0","3","1","3","0","3","0","3","1","3","0","3","1","3","0","3","1","3","0","3","0","3","1","75","4TH RIGHT"
"A00059327","Child Age 11","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","1","3","0","2","0","3","0","3","0","3","0","3","0","3","1","85","6TH RIGHT"
"A00027159","Child-Age 11","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","1","1","3","0","3","1","3","0","3","1","3","0","3","0","1","0","80","5TH RIGHT"
"A00044345","Adult- Age 22-59","V1","3","0","3","0","3","0","3","0","3","0","1","0","3","0","3","0","3","0","2","1","3","0","3","0","3","0","3","0","2","1","70","3RD RIGHT"
"A00056919","Adult- Age 22-59","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","1","100","10TH RIGHT"
"A00039755","Adult- Age 22-59","V1","3","0","3","0","3","0","3","0","3","1","3","0","3","0","1","1","1","1","3","1","3","0","1","1","3","1","2","1","3","1","60","2ND RIGHT"
"A00037511","ENROLLED","V1REP","3","0","3","0","3","0","3","0","3","0","3","1","3","1","3","1","3","1","2","1","3","0","3","1","3","1","3","1","3","1","70","3RD RIGHT"
"A00035940","Adolescent- Age  16-17","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","1","3","0","3","0","3","0","3","0","3","0","95","9TH RIGHT"
"A00039783","Older Adult- Age 65-85","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","1","3","0","3","0","3","0","3","0","3","0","3","1","3","1","95","9TH RIGHT"
"A00039083","Older Adult- Age 65-85","V1","3","0","3","0","3","0","3","0","3","0","2","1","2","1","3","1","3","1","3","1","3","0","3","0","3","0","3","1","3","1","65","2ND RIGHT"
"A00061787","ONE_DAY-Age 65-85","VA","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","1","3","1","3","0","3","0","3","0","3","0","95","9TH RIGHT"
"A00066831","ONE_DAY-Age 65-85","VA","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","100","10TH RIGHT"
"A00062929","ONE_DAY- Age 22-59","VA","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","1","3","0","2","1","3","0","3","0","3","0","3","1","3","1","85","6TH RIGHT"
"A00062797","ONE_DAY-AGE 11","VA","3","0","3","0","3","0","3","1","3","1","3","0","3","0","3","1","3","0","3","0","3","0","3","0","3","1","3","1","3","1","85","6TH RIGHT"
"A00040556","Child- Ages 9-10","V1","1","0","1","1","3","0","1","0","1","1","1","1","1","0","1","0","1","0","1","1","3","1","1","0","2","1","1","1","1","1","-60","3RD LEFT"
"A00037848","Adult- Age 22-59","V1","3","0","3","0","3","1","3","0","3","1","3","0","3","0","3","1","3","0","3","0","3","0","3","0","3","0","3","0","3","1","85","6TH RIGHT"
"A00033747","ENROLLED","V1REP","3","0","3","0","3","0","3","0","3","0","3","1","3","0","3","0","3","0","3","1","3","0","3","0","3","0","3","1","3","1","90","7TH RIGHT"
"A00061728","ONE_DAY-Age 65-85","VA","3","1","3","0","3","0","3","0","3","0","3","1","3","1","1","1","3","0","2","1","3","0","3","0","3","0","3","1","3","1","60","2ND RIGHT"
"A00061387","ONE_DAY- Age 22-59","VA","3","0","3","0","3","0","3","1","2","1","3","1","3","1","3","1","3","0","3","1","3","0","3","0","3","0","3","1","3","1","65","2ND RIGHT"
"A00062996","ONE_DAY-AGE 11","VA","3","0","3","0","3","0","3","0","3","0","2","1","3","0","1","0","3","0","3","0","3","0","3","0","3","0","2","1","1","1","70","3RD RIGHT"
"A00052500","ENROLLED","V1","3","1","3","1","3","1","3","1","3","1","3","1","3","1","3","1","2","1","2","1","3","1","3","1","3","1","3","1","2","1","40","MIDDLE"
"A00040054","Older Adult- Age 65-85","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","100","10TH RIGHT"
"A00037831","Adult- Age 22-59","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","100","10TH RIGHT"
"A00039040","Older Adult- Age 65-85","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","1","100","10TH RIGHT"
"A00060265","Child Age 11","V1","3","0","3","0","3","1","3","1","2","1","3","0","3","0","2","1","3","0","2","1","3","0","3","1","3","0","3","1","2","1","60","2ND RIGHT"
"A00066871","ENROLLED","VA_ALG","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","100","10TH RIGHT"
"A00052214","Older Adult- Age 65-85","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","1","3","0","100","10TH RIGHT"
"A00064503","ONE_DAY-AGE 12","VA","3","0","3","0","3","0","3","1","3","1","3","0","3","0","3","1","3","0","3","1","3","0","3","0","3","1","3","0","3","1","80","5TH RIGHT"
"A00039685","Adult- Age 22-59","V1","1","0","1","0","1","0","1","0","1","1","1","0","1","1","1","1","1","0","1","0","1","1","1","0","1","0","1","0","1","0","-85","6TH LEFT"
"A00040286","Older Adult- Age 65-85","V1","3","1","3","0","3","0","3","0","3","1","3","1","3","1","3","1","3","0","3","1","3","0","3","0","3","1","3","1","3","1","70","3RD RIGHT"
"A00061882","ONE_DAY","VA","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","1","3","0","3","1","3","1","3","1","3","0","3","0","3","1","90","7TH RIGHT"
"A00043739","Adult- Age 22-59","V1","3","0","3","0","3","0","3","0","3","1","3","0","3","1","3","1","3","0","3","1","3","0","3","1","3","0","3","1","3","1","80","5TH RIGHT"
"A00031894","Adult- Age 22-59","V1","3","0","3","0","3","0","3","0","3","1","3","0","3","0","2","1","3","1","2","1","3","1","3","1","3","1","3","1","2","1","70","3RD RIGHT"
"A00032875","ONE_DAY","VA-REP","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","0","1","0","1","1","3","0","1","1","1","1","1","1","1","1","-65","3RD LEFT"
"A00066534","ONE_DAY-Age 8","VA","1","0","1","0","1","1","1","0","1","0","1","0","1","0","3","1","1","0","1","1","1","0","1","0","1","0","1","0","1","1","-75","4TH LEFT"
"A00052069","Child Age 9-10","V1","3","0","3","0","3","0","3","1","3","1","3","0","3","1","1","1","3","0","3","1","3","0","3","0","3","0","2","1","2","1","65","2ND RIGHT"
"A00035561","Child-Age 11","V1","3","0","3","0","3","0","3","0","3","0","2","0","3","0","3","0","3","0","3","0","3","0","3","1","3","1","3","1","3","0","90","7TH RIGHT"
"A00031881","Child - Age 15","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","1","3","0","1","0","3","0","3","0","3","0","3","1","3","0","75","4TH RIGHT"
