"","","","Admitting that your tastes are different from those of a friend.","Going camping in the wilderness.","Betting a day's income at the horse races.","Investing 10% of your annual income in a moderate growth mutual fund.","Drinking heavily at a social function.","Taking some questionable deductions on your income tax return.","Disagreeing with an authority figure on a major issue.","Betting a day's income at a high-stake poker game.","Having an affair with a married man/woman.","Passing off somebody else's work as your own.","Going down a ski run that is beyond your ability.","Investing 5% of your annual income in a very speculative stock.","Going whitewater rafting at high water in the spring.","Betting a day's income on the outcome of a sporting event.","Engaging in unprotected sex.","Revealing a friend's secret to someone else.","Driving a car without wearing a seat belt.","Investing 10% of your annual income in a new business venture.","Taking a skydiving class.","Riding a motorcycle without a helmet.","Choosing a career that you truly enjoy over a more secure one.","Speaking your mind about an unpopular issue in a meeting at work.","Sunbathing without sunscreen.","Bungee jumping off a tall bridge.","Piloting a small plane.","Walking home alone at night in an unsafe area of town.","Moving to a city far away from your extended family.","Starting a new career in your mid-thirties.","Leaving your young children alone at home while running an errand.","Not returning a wallet you found that contains $200.","Admitting that your tastes are different from those of a friend.","Going camping in the wilderness.","Betting a day's income at the horse races.","Investing 10% of your annual income in a moderate growth mutual fund.","Drinking heavily at a social function.","Taking some questionable deductions on your income tax return.","Disagreeing with an authority figure on a major issue.","Betting a day's income at a high-stake poker game.","Having an affair with a married man/woman.","Passing off somebody else's work as your own.","Going down a ski run that is beyond your ability.","Investing 5% of your annual income in a very speculative stock.","Going whitewater rafting at high water in the spring.","Betting a day's income on the outcome of a sporting event.","Engaging in unprotected sex.","Revealing a friend's secret to someone else.","Driving a car without wearing a seat belt.","Investing 10% of your annual income in a new business venture.","Taking a skydiving class.","Riding a motorcycle without a helmet.","Choosing a career that you truly enjoy over a more secure one.","Speaking your mind about an unpopular issue in a meeting at work.","Sunbathing without sunscreen.","Bungee jumping off a tall bridge.","Piloting a small plane.","Walking home alone at night in an unsafe area of town.","Moving to a city far away from your extended family.","Starting a new career in your mid-thirties.","Leaving your young children alone at home while running an errand.","Not returning a wallet you found that contains $200.","Admitting that your tastes are different from those of a friend.","Going camping in the wilderness.","Betting a day's income at the horse races.","Investing 10% of your annual income in a moderate growth mutual fund.","Drinking heavily at a social function.","Taking some questionable deductions on your income tax return.","Disagreeing with an authority figure on a major issue.","Betting a day's income at a high-stake poker game.","Having an affair with a married man/woman.","Passing off somebody else's work as your own.","Going down a ski run that is beyond your ability.","Investing 5% of your annual income in a very speculative stock.","Going whitewater rafting at high water in the spring.","Betting a day's income on the outcome of a sporting event.","Engaging in unprotected sex.","Revealing a friend's secret to someone else.","Driving a car without wearing a seat belt.","Investing 10% of your annual income in a new business venture.","Taking a skydiving class.","Riding a motorcycle without a helmet.","Choosing a career that you truly enjoy over a more secure one.","Speaking your mind about an unpopular issue in a meeting at work.","Sunbathing without sunscreen.","Bungee jumping off a tall bridge.","Piloting a small plane.","Walking home alone at night in an unsafe area of town.","Moving to a city far away from your extended family.","Starting a new career in your mid-thirties.","Leaving your young children alone at home while running an errand.","Not returning a wallet you found that contains $200.","FINANCIAL SUBSCALE (RISK TAKING)","ETHICAL SUBSCALE (RISK TAKING)","HEALTH/SAFETY SUBSCALE (RISK TAKING)","RECREATIONAL SUBSCALE (RISK TAKING)","SOCIAL SUBSCALE(RISK TAKING)","RISK TAKING OVERALL SCALE SCORE","ETHICAL SUBSCALE (RISK PERCEPTION)","FINANCIAL SUBSCALE (RISK PERCEPTION)","HEALTH/SAFETY SUBSCALE (RISK PERCEPTION)","RECREATIONAL SUBSCALE(RISK PERCEPTION)","SOCIAL SUBSCALE (RISK PERCEPTION)","OVERALL SCALE TOTAL SCORE RISK PERCEPTION","ETHICAL SUBSCALE (EXPECTED BENEFITS)","FINANCIAL SUBSCALE (EXPECTED BENEFITS)","HEALTH/SAFETY SUBSCALE (EXPECTED BENEFITS)","RECREATIONAL SUBSCALE (EXPECTED BENEFITS)","SOCIAL SUBSCALE (EXPECTED BENEFITS)","OVERALL SCALE TOTAL (EXPECTED BENEFITS)"
"A00060574","ONE_DAY- Age 22-59","VA","6","5","2","5","1","1","1","1","1","1","1","1","1","2","1","1","2","2","1","1","1","2","2","1","1","1","2","5","1","1","5","7","4","2","7","7","7","7","7","7","7","7","7","3","7","7","7","2","7","7","5","5","3","7","7","7","5","2","7","7","2","1","4","6","1","1","1","2","1","1","1","1","1","4","1","1","1","6","1","1","4","3","4","1","1","1","3","6","1","1","13","6","8","10","17","54","42","25","38","42","29","176","6","23","9","6","19","63"
"A00028389","Older Adult- Age 60-64","V2","2","5","1","5","1","1","2","1","1","1","1","2","3","1","1","1","1","3","1","1","2","2","2","1","6","1","2","5","1","1","1","1","7","2","7","7","6","7","7","7","7","2","7","7","7","7","7","5","7","7","5","4","4","7","2","7","4","4","7","5","1","3","1","4","1","1","4","1","1","1","1","4","1","1","1","1","1","4","1","1","4","4","2","1","6","1","2","4","1","1","13","6","7","17","15","58","40","30","39","31","24","164","6","15","7","13","19","60"
"A00054441","ENROLLED","V2","6","2","1","2","1","1","4","1","1","1","1","1","2","1","1","2","2","3","1","1","4","5","1","1","2","2","2","7","4","1","2","2","7","7","7","7","3","5","7","7","7","7","3","6","7","5","7","5","6","7","3","3","4","7","6","4","1","1","3","3","2","2","3","4","1","2","3","3","1","1","2","3","4","3","2","1","1","3","2","1","6","3","1","2","2","2","3","6","2","2","9","10","8","9","28","64","32","37","36","31","13","149","9","19","8","14","23","73"
"A00038189","Adult- Age 22-59","V2","7","1","1","4","5","1","3","1","5","1","1","4","5","1","6","2","1","4","5","1","6","5","5","5","5","6","7","7","1","1","1","1","7","4","1","6","5","7","3","7","7","4","5","7","6","7","7","4","3","7","4","4","4","4","4","4","1","2","7","1","5","1","1","1","5","1","4","1","7","2","1","1","3","1","7","1","1","1","4","1","7","4","4","4","4","4","7","7","1","7","15","11","24","22","35","107","31","33","29","24","17","134","19","6","22","17","34","98"
"A00033764","Adult- Age 22-59","V2","6","6","1","6","5","1","5","1","4","1","1","2","2","1","6","5","1","4","1","1","6","6","1","1","1","1","1","6","1","1","3","3","7","4","4","4","2","7","7","5","7","4","7","7","7","5","6","5","7","7","4","4","5","7","7","7","4","4","6","3","4","1","1","4","1","4","4","4","1","4","1","4","1","1","4","1","1","5","1","1","5","4","1","1","1","1","1","4","1","4","15","13","15","12","30","85","30","34","36","38","21","159","15","19","9","6","22","71"
"A00039490","Older Adult- Age 65-85","V2","5","5","1","7","1","1","7","1","1","1","1","7","1","1","1","1","1","1","1","1","5","7","7","1","7","1","1","6","1","7","1","3","4","1","5","5","1","6","6","6","6","7","7","7","7","7","6","6","7","7","7","7","7","7","1","7","7","7","7","1","4","7","1","7","1","1","4","1","1","1","1","1","1","1","1","1","1","1","1","1","7","7","1","1","7","1","1","7","1","7","18","12","12","16","31","89","32","31","39","31","30","163","12","12","6","18","30","78"
"A00052612","Adult- Age 22-59","V2","7","1","1","7","1","2","2","1","1","1","1","4","1","1","1","1","1","1","1","1","6","4","1","1","1","1","1","4","1","1","2","3","7","1","7","5","6","7","7","7","6","5","6","7","6","7","5","7","6","7","4","6","6","7","3","6","5","2","7","3","3","1","1","6","1","2","1","1","1","1","2","3","1","1","3","1","1","3","1","1","3","1","1","1","1","1","1","4","1","7","15","7","6","6","24","58","36","34","37","31","25","163","13","15","8","7","13","56"
"A00056919","Adult- Age 22-59","V2","7","6","2","5","5","2","3","3","1","1","3","5","6","5","1","1","1","6","5","1","5","3","2","4","3","5","2","5","2","1","1","2","5","3","2","4","3","3","6","6","5","5","2","2","6","4","2","2","2","5","1","3","2","4","4","3","3","4","5","1","3","6","4","5","4","3","3","4","4","4","3","5","5","5","5","2","1","3","4","2","7","4","2","4","5","2","4","4","2","5","26","8","15","27","25","101","26","20","20","19","15","100","20","26","16","27","25","114"
"A00044344","Older Adult- Age 60-64","V2","5","1","1","6","2","5","3","1","1","1","1","2","1","1","1","2","1","2","5","1","4","3","2","1","1","1","1","4","1","3","3","7","7","2","4","3","5","6","7","7","7","4","5","5","7","5","7","5","4","7","5","2","7","6","6","6","6","4","7","2","4","2","5","6","1","3","2","2","2","2","1","4","4","4","1","3","1","6","4","1","6","4","2","2","2","1","1","5","1","3","13","13","8","10","20","64","31","29","38","35","25","158","14","27","7","15","22","85"
"A00040324","Older Adult- Age 65-85","V2","6","1","1","4","1","1","7","1","1","1","1","1","1","1","4","1","1","1","1","4","1","6","6","1","1","2","1","1","1","2","4","5","6","5","6","6","3","6","4","6","7","7","7","6","5","5","6","6","7","7","6","2","3","7","7","4","4","5","6","3","4","3","1","4","1","2","2","1","2","1","1","6","1","2","4","4","1","5","1","1","4","6","5","1","1","2","2","4","1","2","9","7","18","6","22","62","30","36","31","40","24","161","12","19","14","8","22","75"
"A00058436","Older Adult- Age 65-85","V2","7","1","1","7","1","1","3","1","1","1","1","1","1","1","7","1","7","1","1","1","4","2","2","1","1","2","1","5","1","1","3","5","7","3","6","6","6","6","5","5","7","7","7","6","6","5","2","5","5","5","5","6","6","7","6","6","1","1","5","1","3","2","1","4","1","4","2","1","5","5","1","1","3","1","4","2","4","3","4","3","7","4","1","2","4","3","5","7","2","5","12","6","20","6","22","66","27","34","31","37","22","151","23","11","16","16","28","94"
"A00040248","Older Adult- Age 65-85","V2","7","1","1","7","1","1","7","1","1","1","1","2","1","1","1","1","1","1","1","1","7","7","2","1","1","2","1","7","1","1","2","4","7","2","7","5","1","7","5","5","7","6","6","7","7","3","4","6","4","7","3","2","4","7","2","6","1","1","6","2","5","1","4","7","1","4","7","4","4","7","1","4","4","6","1","1","1","4","7","1","7","7","1","1","4","1","4","7","4","5","13","6","8","6","36","69","26","35","35","30","10","136","25","29","6","18","37","115"
"A00065611","ONE_DAY-Age 60-64","VA","7","1","1","4","1","1","1","1","1","1","1","1","1","1","1","3","1","1","4","1","1","3","1","1","1","1","1","1","1","1","1","7","7","5","7","7","2","7","7","7","7","7","7","7","7","3","7","7","7","7","5","5","7","7","7","7","5","5","7","7","7","1","1","4","1","1","5","1","1","1","1","1","1","1","1","1","1","1","1","1","4","5","1","1","1","1","1","1","1","1","9","8","6","9","14","46","38","40","42","42","23","185","6","9","6","6","23","50"
"A00037111","Adult- Age 22-59","V2","1","1","1","7","1","1","5","1","1","1","1","1","1","1","1","1","1","4","1","1","3","7","1","1","4","1","1","7","1","1","1","7","7","1","7","7","1","7","7","7","7","7","7","7","7","7","7","7","7","7","4","1","7","7","6","7","1","1","7","7","7","1","1","7","1","1","7","1","1","1","1","1","1","1","1","1","1","3","1","1","7","7","1","1","5","1","4","7","1","1","15","6","6","9","24","60","42","36","42","41","9","170","6","14","6","10","39","75"
"A00040594","Adult- Age 22-59","V2","5","6","1","3","5","7","3","1","6","3","3","2","5","1","5","2","5","1","5","5","4","3","7","1","5","3","5","6","1","5","1","2","7","3","3","4","3","7","5","5","6","5","3","7","5","4","5","7","5","5","5","3","5","6","4","4","2","3","6","1","2","1","1","1","1","4","2","1","3","2","2","2","3","3","1","1","1","4","2","2","4","4","1","1","1","1","2","4","1","4","9","24","30","25","26","114","25","36","27","26","17","131","15","12","7","10","18","62"
"A00066781","ONE_DAY","VA","7","2","1","3","7","4","6","1","3","4","1","1","1","1","5","5","1","1","1","1","4","5","5","1","2","6","2","5","4","7","1","3","7","4","1","7","4","5","4","6","7","3","7","7","5","4","7","6","5","7","4","3","3","5","6","5","3","2","1","1","4","4","1","4","1","1","4","1","4","1","1","4","1","1","4","1","1","4","1","1","4","4","4","1","4","4","4","4","1","7","8","27","25","8","29","97","23","32","28","33","17","133","15","15","15","12","24","81"
"A00037081","Adult- Age 22-59","V2","1","3","1","7","3","5","1","1","1","1","1","5","3","3","1","1","1","7","3","1","7","5","1","1","6","1","1","7","1","2","1","3","7","5","5","3","5","7","6","6","7","5","5","5","7","6","7","7","1","7","1","3","7","7","7","7","2","1","7","5","4","7","7","7","1","7","1","7","1","4","1","7","4","4","1","1","1","7","4","1","7","7","1","1","4","1","4","7","1","4","24","11","8","17","22","82","33","36","40","30","13","152","18","39","6","21","30","114"
"A00019903","Older Adult- Age 65-85","V2","5","6","1","3","1","3","5","1","1","1","1","1","1","1","1","1","5","2","1","1","2","5","6","3","2","3","1","6","2","1","4","1","7","7","7","3","4","6","7","7","7","7","7","6","7","7","6","4","7","7","4","3","6","7","5","6","6","2","6","4","1","6","1","1","1","4","4","1","1","1","1","1","1","2","1","1","1","4","1","1","5","4","1","1","4","2","1","5","1","1","9","9","17","14","24","73","34","37","39","34","23","167","9","10","7","14","20","60"
"A00051548","ENROLLED","V2","6","6","1","7","2","1","3","1","1","1","3","3","3","1","1","2","1","4","1","1","4","3","1","1","7","2","7","5","1","2","1","2","7","5","6","7","4","7","7","7","5","6","7","7","7","6","7","6","7","7","4","4","6","7","3","6","4","4","7","3","4","5","1","5","2","1","4","1","1","1","3","5","1","1","1","2","1","5","1","1","6","3","1","1","7","2","5","6","1","3","17","8","8","21","28","82","37","38","39","31","21","166","9","18","8","18","28","81"
"A00028339","Adult- Age 22-59","V2","6","6","1","5","1","1","1","1","1","1","1","3","1","1","1","1","1","1","2","1","6","6","1","1","1","1","3","6","1","1","2","2","7","4","7","7","7","7","7","7","7","6","7","7","7","6","7","7","6","7","3","3","7","7","7","7","4","4","7","7","3","4","1","4","1","1","1","1","1","1","1","3","2","1","1","1","1","2","2","1","4","4","1","1","1","1","3","5","1","1","12","6","6","12","28","64","41","38","42","36","23","180","6","12","6","11","20","55"
"A00031605","Adult- Age 22-59","V2","5","6","1","1","1","1","6","1","1","1","1","1","5","1","1","1","1","4","5","1","4","7","1","5","1","7","5","2","1","1","1","4","7","7","7","7","2","7","7","5","7","7","2","7","7","7","7","7","3","7","6","1","7","5","7","5","3","6","7","1","1","4","1","1","1","1","4","1","1","1","1","1","4","1","1","1","1","5","4","1","5","7","1","4","1","1","1","4","1","1","9","6","12","23","29","79","34","42","40","28","19","163","6","10","6","18","22","62"
"A00053874","Adult- Age 22-59","V2","7","7","1","5","1","4","4","1","1","1","6","1","5","1","2","1","1","2","1","7","6","4","6","1","1","2","2","7","1","1","1","2","7","4","7","4","5","7","7","7","6","7","5","7","6","7","7","5","5","3","5","5","4","7","7","6","4","3","7","5","1","7","2","6","1","3","2","1","1","1","4","1","4","1","3","1","1","4","1","6","4","2","2","1","1","1","5","5","1","1","11","9","19","21","30","90","37","37","33","32","23","162","8","15","14","18","19","74"
"A00054622","Older Adult- Age 65-85","V2","7","1","1","1","1","1","2","1","1","1","1","1","5","1","1","1","1","3","1","1","6","6","5","1","1","1","2","7","1","1","1","5","7","7","7","7","2","7","7","7","7","7","2","7","7","7","7","3","7","7","3","2","3","7","7","7","3","1","7","7","7","1","1","1","1","1","5","1","1","1","1","1","7","1","1","1","1","6","1","1","7","6","3","1","1","1","3","7","1","1","8","6","10","10","30","64","42","38","38","35","12","165","6","11","8","12","35","72"
"A00037783","Adult- Age 22-59","V2","5","6","3","5","3","2","3","3","3","3","1","2","6","3","5","2","2","3","1","1","6","5","5","1","1","5","7","2","1","7","1","2","2","1","5","3","2","3","5","6","7","6","5","3","5","5","3","5","5","6","3","1","5","6","6","4","1","4","7","1","4","5","4","5","1","3","3","3","1","2","1","3","4","4","1","3","1","4","2","1","4","4","1","1","2","2","3","4","1","3","19","18","21","16","28","102","27","20","28","31","12","118","13","23","7","15","22","80"
"A00055121","ENROLLED","V2","3","1","1","2","2","3","3","1","5","3","1","7","1","1","6","5","5","2","1","1","5","5","1","1","1","5","3","5","1","5","1","4","7","1","7","7","5","7","7","3","7","1","5","7","7","6","6","4","7","7","4","1","5","7","7","5","1","4","7","1","4","1","7","7","1","1","2","7","4","4","1","7","1","7","3","2","1","7","2","1","6","2","1","1","4","1","3","5","1","7","14","22","20","6","24","86","31","27","37","37","16","148","19","42","8","10","22","101"
"A00056898","ENROLLED","V2","6","1","1","1","6","1","7","1","1","7","1","5","5","1","1","1","1","1","1","1","6","6","6","1","1","1","5","5","1","7","1","7","7","3","7","7","3","6","6","7","7","2","5","6","7","4","7","5","7","7","5","5","5","7","7","7","5","5","6","4","4","4","4","4","2","4","4","3","1","4","1","3","3","4","3","1","1","3","2","1","6","3","1","3","3","1","3","4","1","5","10","18","16","10","35","89","34","29","40","40","24","167","16","21","9","16","24","86"
"A00037848","Adult- Age 22-59","V2","7","7","4","7","3","3","7","4","4","4","1","7","4","4","7","4","6","6","1","1","7","7","1","1","4","7","7","7","4","4","1","1","2","2","2","5","3","2","3","4","7","2","6","2","5","4","2","4","6","5","4","1","7","5","5","5","1","1","5","2","7","7","4","5","4","2","4","5","6","4","1","5","1","6","6","5","4","4","1","1","7","7","1","1","4","3","6","7","4","6","32","23","25","18","42","140","23","14","26","30","11","104","27","29","19","15","38","128"
"A00044291","Adult- Age 22-59","V2","3","4","2","4","4","4","4","1","2","3","2","2","5","1","4","4","3","5","1","1","4","4","2","1","2","2","2","7","3","4","2","2","6","5","2","5","4","6","6","6","6","6","4","6","5","5","5","1","2","3","2","3","2","1","1","4","1","1","5","2","2","4","1","1","2","1","5","1","1","1","3","1","6","1","2","1","1","7","4","1","7","5","3","4","6","1","4","6","1","2","15","20","16","15","24","90","29","30","21","16","13","109","7","12","10","27","29","85"
"A00035535","Adult- Age 22-59","V2","6","1","1","4","1","1","6","1","1","1","1","1","1","1","6","2","1","1","1","1","2","2","5","1","1","1","3","3","2","2","1","7","7","4","5","7","3","7","3","4","7","7","7","7","3","3","6","6","7","7","5","5","2","7","7","7","3","2","5","2","1","1","1","4","1","1","4","1","4","4","1","1","1","1","3","2","1","2","1","1","4","1","5","1","1","1","5","5","1","6","9","9","15","6","22","61","24","38","30","42","19","153","18","10","12","6","20","66"
"A00054358","Adult- Age 22-59","V2","6","7","1","2","1","1","3","1","4","1","1","1","2","1","1","3","1","1","1","1","3","3","5","1","1","3","4","6","4","1","2","2","7","3","7","7","5","7","4","7","7","6","7","7","6","2","6","5","7","6","4","5","2","7","5","2","4","4","4","3","3","6","4","4","1","1","3","5","3","2","2","2","1","3","4","5","2","4","2","2","4","5","4","1","2","4","4","4","3","2","7","14","12","13","25","71","27","35","29","35","24","150","16","22","17","14","23","92"
"A00065873","ONE_DAY- Age 22-59","VA","7","7","1","7","3","5","5","1","1","1","1","2","3","1","1","2","2","3","5","1","7","7","6","1","4","3","4","4","2","1","1","2","2","4","3","3","3","2","7","7","6","5","4","4","7","6","6","4","1","7","1","2","2","3","3","5","3","4","6","1","1","7","4","4","1","5","4","4","1","1","1","4","4","4","1","1","1","4","7","1","7","4","4","7","7","1","4","6","1","1","15","12","16","21","34","98","30","21","30","19","14","114","10","24","9","33","26","102"
"A00061790","ONE_DAY- Age 22-59","VA","6","6","2","6","3","5","5","3","2","1","1","1","6","1","1","2","1","5","5","1","6","6","1","5","4","1","3","6","1","1","1","4","7","2","7","4","4","7","7","6","7","4","5","7","7","6","7","6","5","7","3","4","7","6","5","7","3","2","7","3","1","1","4","7","1","3","1","4","1","1","1","4","3","4","1","1","1","6","3","1","7","4","1","4","3","1","1","7","1","1","18","12","8","27","32","97","33","33","42","32","17","157","8","29","6","15","21","79"
"A00060923","Older Adult- Age 60-64","V2","6","6","1","5","1","5","4","1","1","1","1","1","3","1","5","2","5","2","1","1","4","2","3","1","1","1","2","5","2","4","2","2","6","3","7","2","6","7","7","3","7","5","3","7","3","3","2","3","5","5","2","4","3","5","5","6","4","4","3","1","1","4","3","4","1","4","1","1","3","4","1","4","5","3","4","2","5","5","2","4","6","3","3","1","1","1","4","5","4","7","11","15","16","13","23","78","19","31","26","27","22","125","24","20","18","14","20","96"
"A00037120","Older Adult- Age 65-85","V2","7","7","1","1","1","3","1","1","4","4","3","1","1","1","5","4","7","1","7","3","4","5","1","7","7","5","5","7","1","1","5","7","7","4","7","5","5","5","7","7","7","4","5","5","7","5","7","7","7","7","5","7","7","7","7","7","4","4","7","7","4","7","1","4","1","4","4","2","1","2","7","4","7","2","1","4","1","7","7","7","7","7","1","7","7","3","4","7","1","7","6","17","22","32","29","106","38","32","42","40","30","182","19","20","14","42","33","128"
"A00040286","Older Adult- Age 65-85","V2","7","1","1","2","1","2","6","1","1","1","1","1","1","1","1","1","1","1","1","1","2","6","2","1","1","1","4","2","1","1","1","7","7","6","7","6","6","7","7","7","7","6","7","7","7","7","4","6","5","5","4","6","3","7","6","7","2","3","6","1","6","4","1","4","1","4","3","1","1","1","3","3","1","1","1","1","2","1","4","4","5","4","3","1","4","1","5","5","1","3","7","7","7","6","27","54","34","39","33","39","22","167","11","11","12","17","28","79"
"A00044370","Adult- Age 22-59","V2","7","1","1","7","1","1","5","1","1","1","1","1","1","1","1","1","1","1","1","1","4","5","3","1","1","1","2","5","1","1","1","4","7","3","7","7","2","7","7","6","7","7","6","7","7","6","7","7","7","7","4","3","6","7","7","7","2","2","7","2","5","2","1","4","1","3","3","1","1","3","1","5","4","1","1","1","1","3","1","1","5","4","2","1","1","2","4","4","1","2","12","6","8","6","28","60","35","38","41","38","14","166","11","15","8","10","25","69"
"A00043521","Adult- Age 22-59","V2","6","2","1","5","1","1","2","1","1","1","1","1","4","1","1","1","1","4","4","1","7","5","3","4","4","3","4","6","1","4","1","4","7","2","5","6","5","7","7","5","6","3","3","7","6","6","7","3","5","7","1","2","4","3","4","5","3","1","7","3","1","1","1","3","1","3","1","1","1","2","1","2","1","1","1","1","1","3","2","1","7","4","1","2","2","1","3","4","1","2","13","9","10","19","30","81","34","29","34","25","13","135","10","11","6","9","20","56"
"A00051455","Older Adult- Age 65-85","V2","1","1","1","4","1","1","7","1","3","1","1","1","1","1","1","1","1","1","1","1","2","7","1","1","1","1","1","6","1","1","1","7","7","5","7","7","3","7","7","7","7","7","7","7","7","6","6","6","7","7","5","7","7","7","7","7","7","4","7","7","7","5","1","2","1","1","5","1","4","1","1","2","4","2","1","2","1","3","3","1","7","7","1","2","4","1","4","7","1","1","9","8","6","6","24","53","41","39","41","42","27","190","10","11","6","19","37","83"
"A00033231","Adult-Age 18-21","V2","6","5","3","6","5","1","3","2","1","1","1","5","6","3","2","2","1","3","5","1","3","5","6","5","1","2","2","4","1","2","1","4","6","2","6","7","3","7","7","7","7","5","5","5","6","5","7","3","4","7","3","4","5","5","7","7","2","4","6","2","3","5","4","5","1","2","5","4","2","2","3","5","5","3","2","3","1","5","4","1","6","6","3","5","4","2","5","4","1","2","22","8","17","23","23","93","34","28","38","32","17","149","12","26","10","26","29","103"
"A00035926","Adult-Age 18-21","V2","2","1","1","1","1","1","5","1","3","5","1","1","5","1","5","5","7","1","6","3","3","7","1","1","1","3","7","1","1","7","1","7","7","7","7","7","4","7","3","2","5","4","3","7","7","4","3","5","2","6","4","1","5","6","6","2","1","6","4","1","1","4","7","7","1","7","1","7","7","7","4","7","1","7","1","1","1","7","7","1","7","4","1","1","1","1","7","7","1","7","6","22","20","15","25","88","21","37","30","29","17","134","30","42","6","18","27","123"
"A00059527","ENROLLED","V2","7","5","1","5","3","2","7","1","1","1","2","1","7","1","1","3","1","1","5","1","7","3","5","3","3","1","3","6","4","2","1","3","5","4","5","2","5","6","1","5","2","5","3","5","7","2","7","5","3","7","2","5","4","2","3","6","1","3","2","1","7","6","1","3","1","3","1","1","4","2","1","1","5","1","1","1","1","2","3","1","7","3","2","1","1","1","4","5","4","7","10","13","12","25","33","93","13","30","36","16","17","112","21","9","7","17","27","81"
"A00028656","Adult-Age 18-21","V2","7","7","1","1","1","1","5","1","1","1","1","1","7","1","2","2","1","1","7","1","2","3","2","5","4","3","4","5","4","1","1","3","6","6","5","7","3","7","7","7","7","6","3","6","6","4","7","4","2","7","5","4","5","5","5","6","1","2","3","1","1","6","2","2","3","2","4","3","1","2","1","4","7","1","2","2","1","1","7","1","5","2","4","5","1","3","4","3","2","2","6","10","10","31","26","83","29","35","36","25","16","141","11","13","14","27","19","84"
"A00065197","ONE_DAY- Age 18-21","VA","7","4","4","1","1","1","5","1","1","1","1","1","1","1","1","1","1","1","1","1","7","7","1","1","1","1","1","4","1","4","1","2","1","1","7","3","1","6","4","4","7","6","4","5","7","2","7","7","7","6","2","1","2","6","7","5","2","2","6","1","1","4","1","1","1","7","1","1","7","1","1","7","1","1","7","1","1","7","1","1","1","7","1","1","1","1","1","7","1","7","9","9","6","9","31","64","20","26","34","33","9","122","24","18","12","9","18","81"
